tconst,primaryTitle,startYear,runtimeMinutes,poster_path,averageRating,numVotes,W_Note,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Science Fiction,Sport,Thriller,War,Western
tt0096969,Born on the Fourth of July,1989,145,/k5HfnMgaREHDNA7CugiETCb9ItM.jpg,7.2,117222,7.164843695,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0097027,Casualties of War,1989,113,/3SerZUDoU9TMCXMsQqiXvSWm0uL.jpg,7.1,48496,7.065984543,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
tt0097108,"The Cook, the Thief, His Wife & Her Lover",1989,124,/fNkl7o1VQQqy1nEX9x56CDHULmr.jpg,7.5,42098,7.313705327,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097123,Crimes and Misdemeanors,1989,104,/6vC6MLYUICH57MmEVi1UaNaj2Qs.jpg,7.8,61017,7.567487822,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097138,Cyborg,1989,86,/nOspcG8HP6KPdMvzezavRbzYCEw.jpg,5,34583,5.839165534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
tt0097162,Dead Calm,1989,96,/hXpav86ZX5N1YIfVfVtzuZLNrjW.jpg,6.8,44093,6.872366231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0097165,Dead Poets Society,1989,128,/ai40gM7SUaGA6fthvsd87o8IQq4.jpg,8.1,553390,8.052454226,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097216,Do the Right Thing,1989,120,/63rmSDPahrH7C1gEFYzRuIBAN9W.jpg,8,113584,7.819603995,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097239,Driving Miss Daisy,1989,99,/iaCzvcY42HihFxQBTZCTKMpsI0P.jpg,7.3,118253,7.247645075,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097240,Drugstore Cowboy,1989,101,/2bQXK39axyedUL6DE1pzdMYgAw1.jpg,7.2,41110,7.124368477,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097257,Earth Girls Are Easy,1988,100,/pO9Edq8mgp9kD3N6EkCGYLnIVaA.jpg,5.5,25389,6.244210046,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
tt0097322,The Fabulous Baker Boys,1989,114,/1nS8AxnoYE2Y1ANMpVKZnm8iLxP.jpg,6.9,25990,6.949029221,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt0097351,Field of Dreams,1989,107,/8PT4sAcneQ7MtZ1Mqoe2EyOJHmZ.jpg,7.5,129469,7.419077614,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan,1989,100,/o8zLlANBDaPiW3SnDdKLIUd4jQQ.jpg,4.5,43528,5.412035956,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0097428,Ghostbusters II,1989,108,/yObYPMA58DnTMvJooFW7GG6jWAt.jpg,6.6,226966,6.639687894,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097441,Glory,1989,122,/tubPIJJah9iJ9eDHXxaxjLdOcQd.jpg,7.8,145607,7.682771516,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
tt0097474,Halloween 5: The Revenge of Michael Myers,1989,96,/rYvP6yMXCIVHnkVtwGaAXFmpzkB.jpg,4.9,47411,5.625027965,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0097481,Harlem Nights,1989,116,/PLr00Pv1DpQ3vMssBkjgAPS1Fy.jpg,6.1,25077,6.549308066,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097493,Heathers,1988,103,/dGbVfM4WlM7uvIbyRehfPZUIgp2.jpg,7.2,117299,7.164862719,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097499,Henry V,1989,137,/w9R2HsYNnfF3m9uEo2UAmPNJr8a.jpg,7.5,31819,7.280003168,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
tt0097523,"Honey, I Shrunk the Kids",1989,93,/yRJk5uTiqQ0IP48jKaegKusOUv3.jpg,6.4,167587,6.477886877,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0097576,Indiana Jones and the Last Crusade,1989,127,/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg,8.2,816225,8.164337722,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097637,K-9,1989,101,/21mBNUe0X4WYywe6w5DyihltmAn.jpg,6.1,35791,6.470120577,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097647,The Karate Kid Part III,1989,112,/zE58VthFwD9vKy1vEDnSYR6loqm.jpg,5.3,69729,5.748648249,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097659,Kickboxer,1989,97,/aeZLJmWKfId3y0MEI5NarVThzN4.jpg,6.4,61518,6.573374327,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tt0097733,Lethal Weapon 2,1989,114,/1EEIUw0tkX7AJZ1ikZrtKZZKlC6.jpg,7.3,190417,7.265183806,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0097742,Licence to Kill,1989,133,/8nzJve63EXA79HGAyidZwivZrQ2.jpg,6.7,112714,6.754460694,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0097757,The Little Mermaid,1989,83,/plcZXvI310FkbwIptvd6rqk63LP.jpg,7.6,292975,7.55282648,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097770,Lock Up,1989,109,/WihoHaU9yvhhdoSqDAhiIlNN8g.jpg,6.4,46774,6.608989328,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097778,Look Who's Talking,1989,93,/k60x5YEOox9P9vWITSHFSkLGecN.jpg,5.9,87259,6.144969223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0097814,Kiki's Delivery Service,1989,103,/Aufa4YdZIv4AXpR9rznwVA5SEfd.jpg,7.8,167990,7.696367687,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097815,Major League,1989,107,/o8uO64psLnagA0urtVxMFBNERVr.jpg,7.2,77241,7.15109594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0097937,My Left Foot,1989,103,/GRAAl0bMQFoFIjV3aunc5jsM5u.jpg,7.8,80349,7.610154819,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097940,Mystery Train,1989,110,/f11xq7dBGhz9UDc3dabldAGeXVH.jpg,7.5,31035,7.276925136,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097958,National Lampoon's Christmas Vacation,1989,97,/gL8ZDtAy8vO95aAnv1H5CR4CGMA.jpg,7.5,221344,7.449257948,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097981,A Nightmare on Elm Street: The Dream Child,1989,89,/7BU4Uaxhd7zSYusBWyR5CeeBLeb.jpg,5,51162,5.656495365,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0098067,Parenthood,1989,124,/e51tNNQBJpJi9xkyuj0QFhyBcz7.jpg,7.1,55360,7.068889995,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0098084,Pet Sematary,1989,103,/8ZtH1V4rhrtP53ezlEWrCaMALXF.jpg,6.5,116019,6.588640538,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0098105,Police Academy 6: City Under Siege,1989,84,/gRFJ3xLewH1rwEplZBfKS4vGpFV.jpg,4.4,33387,5.513261514,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0098206,Road House,1989,114,/60VHW8heV11uLSCnkjk6iGRQatA.jpg,6.7,103299,6.758457198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0098213,Roger & Me,1989,91,/m5XzsqhbLg8eHqcSNHo6gt4QU6H.jpg,7.5,27603,7.262370967,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0098258,Say Anything,1989,100,/4J4s2FzBQ5WeeVCKNoaXC7fZDL7.jpg,7.3,96752,7.238399369,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0098273,Sea of Love,1989,113,/7h88b3F0SUuwtV8QNnzz8d0aHW0.jpg,6.8,45213,6.871211884,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
tt0098282,"See No Evil, Hear No Evil",1989,103,/2eX1RUVj4mIGJTX5p8fJ0SSIcn4.jpg,6.8,59041,6.85949477,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0098382,Star Trek V: The Final Frontier,1989,107,/uiXr41VLYsuug3CZbFrKLSNahuZ.jpg,5.5,64631,5.918382033,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
tt0098384,Steel Magnolias,1989,117,/7ExUSN9s9gX9bhVM17zDLEizano.jpg,7.3,63768,7.215510094,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0098439,Tango & Cash,1989,104,/7xGDaxBE8NazccpXN6oiwoOe67b.jpg,6.4,114404,6.50760093,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0098536,Turner & Hooch,1989,97,/g3LC4mc17fQIFnPsMi81zzKC5gF.jpg,6.2,76834,6.39639806,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0098546,UHF,1989,97,/wxx5YQLKVH1WMSRXQAUnC76r4iY.jpg,6.9,31874,6.943956817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0098554,Uncle Buck,1989,100,/i0MuRxuENc9Ur3croChw0Tmrs5G.jpg,7.1,109027,7.081347042,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0098621,The War of the Roses,1989,116,/9VWwYsuXhRImUtrJGvN6bYJB2He.jpg,6.8,57779,6.860401793,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0098627,Weekend at Bernie's,1989,97,/a5FcWYJemR3jR8BrYihEorWRCDr.jpg,6.4,63654,6.569197103,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0098635,When Harry Met Sally...,1989,95,/3wkbKeowUp1Zpkw1KkBqMWbt0P9.jpg,7.7,244814,7.635140504,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0098724,"Sex, Lies, and Videotape",1989,100,/cVjx7si5DsRRdU2qUp90qSUUiRm.jpg,7.2,59919,7.141120362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099005,Air America,1990,113,/3p4ldj2ZjaoTNBVfb1pSMoMnRn8.jpg,5.8,30730,6.338309708,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0099044,Another 48 Hrs.,1990,95,/2gQaZQ6REriS7Gclv1akT5Urwgf.jpg,5.9,45022,6.292733712,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0099052,Arachnophobia,1990,109,/lHjpwv1Yv2RcGcTQb4Lc1cKw1y9.jpg,6.5,76371,6.623309428,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0099088,Back to the Future Part III,1990,118,/crzoVQnMzIrRfHtQw0tLBirNfVg.jpg,7.4,484908,7.380388619,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt0099141,Bird on a Wire,1990,110,/vhsv2PrAPZ79ZpV64AJ2TiEI2zX.jpg,6,48191,6.341572051,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0099165,The Bonfire of the Vanities,1990,125,/pdrPrygZ5dVKi8UxrUXMmq1k2iO.jpg,5.6,26902,6.274347809,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0099253,Child's Play 2,1990,84,/kdnermMCBOnVxjDKA0FV1HZueqg.jpg,5.9,58276,6.230227196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0099329,Cry-Baby,1990,85,/fC30XSA8KMWuNCjaeBwQ9miWnmt.jpg,6.5,65279,6.638459664,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
tt0099365,Darkman,1990,96,/rDpyKkWYIT4RH9dqg5YYSof3coE.jpg,6.4,70345,6.557323404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
tt0099371,Days of Thunder,1990,107,/4kHzXHRJGcRxxRvkCvb5yTxZwml.jpg,6.1,97137,6.28421936,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0099422,Dick Tracy,1990,105,/xY6D5Ti44xuwzCkmf6Ygbj86BkP.jpg,6.2,66278,6.419110848,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099423,Die Hard 2,1990,124,/lDFO7D4MdbhjOwaPwe18QG69Rt0.jpg,7.1,385306,7.093906986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0099487,Edward Scissorhands,1990,105,/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg,7.9,527875,7.85930364,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0099528,The Exorcist III,1990,110,/bl6nSPcyqz6xD2Igd2VQvz8qWo0.jpg,6.5,39387,6.694138568,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
tt0099582,Flatliners,1990,115,/wda3j7p7YHXKpFIlSzoTCtP7myF.jpg,6.5,94137,6.604921225,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
tt0099653,Ghost,1990,127,/w9RaPHov8oM5cnzeE27isnFMsvS.jpg,7.1,238163,7.090500184,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
tt0099685,Goodfellas,1990,145,/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,8.7,1269070,8.667157882,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099699,Green Card,1990,107,/9UweLsv3pCORu25Uq72m2IBkKaK.jpg,6.3,25999,6.643143983,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0099700,Gremlins 2: The New Batch,1990,106,/jN7yvxnIHRozhq2mzWZDE5GPRc0.jpg,6.4,113600,6.508225108,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0099739,Hard to Kill,1990,96,/nmtMNxslljllSTVtt7VIOXdxSZp.jpg,5.8,32589,6.320932817,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099785,Home Alone,1990,103,/9wSbe4CwObACCQvaUVhWQyLR5Vz.jpg,7.7,657531,7.674360139,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099810,The Hunt for Red October,1990,135,/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg,7.5,216388,7.44821615,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0099871,Jacob's Ladder,1990,113,/4GY4FsM0ZOtbSTeMpY0g4WkEuBW.jpg,7.4,118896,7.330505365,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
tt0099892,Joe Versus the Volcano,1990,102,/dP1KjMbZEBLO76Sg4W5Klyol3jk.jpg,5.9,40038,6.32282973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0099938,Kindergarten Cop,1990,111,/nKnHWwkXyvhzCYWm3FyRAv3qBrl.jpg,6.2,163959,6.305843066,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100029,Lionheart,1990,108,/cH3ImNnkNirVG8x8yNlZaH8TQL2.jpg,6.2,40178,6.506852005,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100135,Men at Work,1990,98,/6bd0rOeZtTmVJObOAXHXBMurvyt.jpg,5.9,27201,6.426809831,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100140,Mermaids,1990,110,/vocrzZuoAc0xRp35z2IF8vhDqKZ.jpg,6.7,36299,6.822351099,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0100150,Miller's Crossing,1990,115,/i83gYdglRCjCRLSsmCk5nRWRmDM.jpg,7.7,142797,7.595707313,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0100157,Misery,1990,107,/klPO5oh1LOxiPpdDXZo1ADgpKcw.jpg,7.8,238118,7.723988477,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0100240,The NeverEnding Story II: The Next Chapter,1990,89,/5QfUCbgKzWzjHO5X4ANsDmuTxNQ.jpg,5.1,27666,6.001910151,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100258,Night of the Living Dead,1990,92,/isp4lCv08asTPNvv8Xe8oQK293n.jpg,6.8,45814,6.870607507,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0100260,Nightbreed,1990,102,/1ChluYH0BEvJo3gtYoFHnMZI660.jpg,6.5,26677,6.741887106,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0100263,La Femme Nikita,1990,117,/1ulQDewUG4KKHOhpXdGKm3GdLFq.jpg,7.3,77019,7.226484282,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0100403,Predator 2,1990,108,/mSta5O31rPUcZH98psx0cxLbPXd.jpg,6.3,184166,6.383665605,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
tt0100404,Presumed Innocent,1990,127,/jSPWptOsqU1nxXQe6muSPB0kD3c.jpg,6.9,47245,6.934604471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tt0100405,Pretty Woman,1990,119,/hVHUfT801LQATGd26VPzhorIYza.jpg,7.1,368274,7.093643109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0100419,Problem Child,1990,81,/kgckcpAiBrI5l78MrxCw2ZakycU.jpg,5.5,33247,6.143809982,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100477,The Rescuers Down Under,1990,77,/ejrHXxen0Ptg2FkvphNnjkkXnvt.jpg,6.8,47690,6.868785252,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100502,RoboCop 2,1990,117,/bmErS9eMqctVSpNaieU56SLfMEC.jpg,5.8,94004,6.052092367,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
tt0100507,Rocky V,1990,104,/tevHaVxtrMTaUi8f3YjLWYSSY8A.jpg,5.4,151600,5.626500566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0100514,The Rookie,1990,120,/3FzNbTICABqy27CEHH9HaEi0tag.jpg,5.9,29537,6.404244825,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0100758,Teenage Mutant Ninja Turtles,1990,93,/shfAU6xIIEAEtsloIT3n9Fscz2E.jpg,6.8,105618,6.838279563,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0100802,Total Recall,1990,113,/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg,7.5,357285,7.467301882,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt0100814,Tremors,1990,96,/cA4ggkZ3r1d5r9hOAUWC8x5ul2i.jpg,7.2,151914,7.17173768,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0100935,Wild at Heart,1990,125,/uLUFI5sJIfWrBUWB2Y1dEuyvvVy.jpg,7.2,101761,7.160555691,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0100994,Young Guns II,1990,104,/yHBkZP64e4TeNvJ56xydJDQjqD3.jpg,6.5,39334,6.694298505,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0101272,The Addams Family,1991,99,/qFf8anju5f2epI0my8RdwwIXFIP.jpg,6.9,181493,6.912106948,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101393,Backdraft,1991,137,/bymJtYNIdiAiBR1LRetaJXbfryc.jpg,6.7,88714,6.76595494,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tt0101410,Barton Fink,1991,116,/s8Jd8T2UktNkECPfaleruDt3zUf.jpg,7.6,129575,7.502959728,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tt0101414,Beauty and the Beast,1991,84,/6DDJ8o2d6T4fpGWECLF4xBGTyAM.jpg,8,482100,7.950700059,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0101507,Boyz n the Hood,1991,112,/v4ox4aSCNT5vyLXl4Q71JiWwCXW.jpg,7.8,156379,7.689733652,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101516,Bugsy,1991,136,/oFV3VWZ0LVwnoThysAE0MfUuxck.jpg,6.8,31165,6.889023413,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0101540,Cape Fear,1991,128,/ws4mrtndzgSH5QGCamOFAgilr2R.jpg,7.3,218772,7.269233546,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0101587,City Slickers,1991,113,/9DVZpm9pQNB3M17cRo752zqUYhL.jpg,6.8,63645,6.856404761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0101605,The Commitments,1991,118,/eLGW0waiQyEwnNEJcJDH2Tsd3Hu.jpg,7.6,39137,7.366125637,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0101700,Delicatessen,1991,99,/bq18nae4FBPGCB8B2ZhBAEyERjq.jpg,7.5,90485,7.391760835,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0101745,Doc Hollywood,1991,104,/36yGVgFWg7PvDdZ10Csg1uHpcZd.jpg,6.3,40535,6.567032883,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0101757,Don't Tell Mom the Babysitter's Dead,1991,102,/gx8EHsDkNxuY28qP2497QvUQMnL.jpg,6.3,38505,6.575568853,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101761,The Doors,1991,140,/x1LM3dzGuG6xOz0aT2e71o11vhu.jpg,7.2,99788,7.159932045,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0101764,Double Impact,1991,110,/tmzwvSqoMC37Tgqwj4mA2dHNSmw.jpg,5.6,44429,6.104112115,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0101775,Drop Dead Fred,1991,103,/v2kadCRcRdq8a0aRbQg4yVk3Xmd.jpg,5.9,31794,6.384206078,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101862,Father of the Bride,1991,105,/g6OTK7l6EX2JP5r00O5fG6BZJlh.jpg,6.6,85053,6.69086531,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0101889,The Fisher King,1991,137,/5mb1IV53luUNTRyF3TSC77X1KZs.jpg,7.5,91563,7.392761854,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101912,Frankie and Johnny,1991,118,/zSOh7hriX4mQNVxhCz1yVY4aykn.jpg,6.7,34528,6.82599113,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0101917,Freddy's Dead: The Final Nightmare,1991,89,/e4qh58n2WaG4Gyh9VhjOUeN9Mhv.jpg,4.7,51418,5.452440524,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
tt0101921,Fried Green Tomatoes,1991,130,/pnn2azXtMvDPqY5EZNGbndAxJmr.jpg,7.7,84599,7.54032701,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0102034,Highlander II: The Quickening,1991,91,/sJwYye8XEaE0jRDLyywiHI5GWai.jpg,4.2,48316,5.154771128,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0102057,Hook,1991,142,/a6rB1lGXoGms7gWxRfJneQmAjNV.jpg,6.8,274826,6.816676339,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0102059,Hot Shots!,1991,85,/hoPS7RSvdZhZhWf28OfP2IZ0cb3.jpg,6.7,117493,6.752634164,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0102070,Hudson Hawk,1991,100,/g1FJLGg9TaCzgjCmTJmONGIhTar.jpg,5.7,60721,6.079136968,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0102266,The Last Boy Scout,1991,105,/nKTqyWwLxkvoEKkSAGWo1GdiTpb.jpg,7,112981,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0102492,My Girl,1991,102,/qyJJNHteA7BUwQSey05t7qP4vRV.jpg,6.9,89742,6.921788011,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
