tconst,primaryTitle,startYear,runtimeMinutes,poster_path,averageRating,numVotes,W_Note,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Science Fiction,Sport,Thriller,War,Western
tt1028528,Death Proof,2007,127,/vtu6H4NWnQVqEp3aanUq3hNeeot.jpg,7,315989,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1028532,Hachi: A Dog's Tale,2009,93,/lsy3aEsEfYIHdLRk4dontZ4s85h.jpg,8.1,314338,8.018959857,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1028576,Secretariat,2010,123,/9bpAR3ALEfaqosxbi9zpuv9FH7F.jpg,7.2,30842,7.11046166,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt10288566,Another Round,2020,117,/fsn4cjpCvWuP9wU9hcFnK7M8RZC.jpg,7.7,198310,7.621633604,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1029234,Martyrs,2008,99,/2PmVlnPVG8tGXqC85YiHzL0jX40.jpg,7,107879,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt1029360,Poltergeist,2015,93,/A1ymtbzatZp94Z49ZOBb8JGXOBB.jpg,4.9,61610,5.50616557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt10298810,Lightyear,2022,105,/ox4goZd956BxqJH6iLwhWPL9ct4.jpg,6.1,125480,6.249521531,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt10298840,Strange World,2022,102,/fHMqfsYyl3lskPK2RiFRwhzwuep.jpg,5.7,46474,6.154710804,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt10304142,Amsterdam,2022,134,/6sJcVzGCwrDCBMV0DU6eRzA2UxM.jpg,6.1,95177,6.287223845,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
tt1031969,The Rocker,2008,102,/wzgFC7jOEMtf9D6CSdI7ckUMtwU.jpg,6.2,40312,6.50622244,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt10327252,The Forever Purge,2021,103,/lB068qa6bQ0QKYKyC2xnYGvYjl7.jpg,5.4,44086,5.978988507,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt1032751,The Warrior's Way,2010,100,/kfloVZk0uGkSftjD6DI8ZWUsrrI.jpg,6.2,27336,6.582146133,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
tt1032755,RocknRolla,2008,114,/i7eyngqjdvKB7NvrWtCjjTNNq8N.jpg,7.2,266162,7.182827429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1032815,"I Love You, Beth Cooper",2009,102,/mUi6nEbo04DR1YwflbZX1RR7UwS.jpg,5.3,37640,5.978480204,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1032846,"4 Months, 3 Weeks and 2 Days",2007,113,/kwV7rP0wgcfui8QzcXZ6ga273cB.jpg,7.9,63564,7.645946434,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1033575,The Descendants,2011,115,/mCpYsKQNOtaBYJWCRYYuFmLsB6X.jpg,7.3,253187,7.273039718,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1033643,What Happens in Vegas,2008,99,/x3yN37OKHOzqnwa5sum8Ut4nobY.jpg,6.1,188990,6.2051451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1034032,Gamer,2009,95,/rfQtqLHeisaQ4HlYtNremtUl9oP.jpg,5.7,140049,5.89691122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
tt10342730,Spiral,2021,93,/qkl6mRoFexK2FGWCbAsvrRxjWaF.jpg,5.2,69228,5.677565055,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
tt1034303,Defiance,2008,137,/b1xn65gjQmFbnxuR4ZzoMKWRsJk.jpg,7.1,156263,7.086207886,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
tt1034314,Iron Sky,2012,93,/hVDJM29BSbET4FzI24xLuWSmDUR.jpg,5.9,96757,6.125859704,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1034331,Righteous Kill,2008,101,/riskU1joB032Dm1tPLPpDKzAbwi.jpg,6,92546,6.212682694,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tt1034389,The Eagle,2011,114,/e7rcJQWplGZWz57yGlP87rlPmI.jpg,6.2,74532,6.400940401,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1034415,Suspiria,2018,152,/dzWTnkert9EoiPWldWJ15dnfAFl.jpg,6.7,93948,6.763052763,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
tt10365998,Infinity Pool,2023,117,/5DNRr2juXdwtvktwXxwuk9Usk8O.jpg,6,58974,6.297711196,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
tt10366460,CODA,2021,111,/BzVjmm8l23rPsijLiNLUzuQtyd.jpg,8,167368,7.870040755,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt10370710,The Worst Person in the World,2021,128,/p5nLFV9aa76zhFK91Qi0xRlXvQ1.jpg,7.7,100628,7.560699844,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1037705,The Book of Eli,2010,118,/1H1y9ZiqNFaLgQiRDDZLA55PviW.jpg,6.8,341900,6.813627691,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tt1038686,Legion,2010,100,/ykocDqwg5PRUopnBVb1x1DWnEJF.jpg,5.3,112849,5.608308366,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1038919,The Bounty Hunter,2010,110,/fJPKar0jnAsS09l3xfP6LL8sUkX.jpg,5.5,134965,5.734426281,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1038988,REC,2007,78,/5XsVGgo8I12v3KlPcD0r1CNHMC6.jpg,7.4,198642,7.35528568,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
tt10403420,Terrifier 2,2022,138,/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg,6.1,48538,6.405964263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1041829,The Proposal,2009,108,/6stnAm1wSek8ZrislwK4xGTyCnt.jpg,6.8,364945,6.812822321,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1043726,The Legend of Hercules,2014,99,/aAnRHLq50AbGWEibXHjmLbp2Tze.jpg,4.3,56386,5.129380975,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1045658,Silver Linings Playbook,2012,122,/y7iOVneBvITlBdhy6tVqXVOa1Js.jpg,7.7,746284,7.677310563,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1045772,I Love You Phillip Morris,2009,98,/qtAuWLGQ7N4PNQ6boZeqqoUY2l9.jpg,6.6,100214,6.679863274,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1045778,Year One,2009,97,/qF573jdJYwtCbXVXPDn4xu8nW2a.jpg,4.9,104079,5.306727663,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1046163,My Best Friend's Girl,2008,101,/wEXfAbYKcERz2EkhXPXhMKHooHb.jpg,5.8,46623,6.218859863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1046173,G.I. Joe: The Rise of Cobra,2009,118,/mc9b25IAprHfsaOz0wTshOwGHcY.jpg,5.7,215632,5.835061006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
tt1047540,Parental Guidance,2012,105,/yv9rgYbe1AyOuLoOO5EEbXJaVMr.jpg,6,26869,6.481983458,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1049413,Up,2009,96,/mFvoEwSfLqbcWwFsDjQebn9bzFe.jpg,8.3,1135203,8.271987661,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1051904,Goosebumps,2015,103,/aeZT9pqEgrmXOGdESFkAuVjX6kw.jpg,6.3,95941,6.444698655,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1051906,The Invisible Man,2020,124,/5EufsDwXdY2CVttYOk2WtYhgKpa.jpg,7.1,258894,7.091193896,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
tt1053424,Repo Men,2010,111,/briDKf5nrLzox2zcI6pquKeqWz8.jpg,6.3,111099,6.42858287,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
tt1053810,The Big Year,2011,100,/q6Pr8fWKh664seri2MaQeIJ6eSI.jpg,6.2,48289,6.472892248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1054606,The Imaginarium of Doctor Parnassus,2009,123,/frkXs6OkFWxbn4RyykVUnYiD64W.jpg,6.8,154336,6.827880626,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt1055292,Life as We Know It,2010,114,/zLzS2aOqKsS0QvEaY6SfBw4VBqh.jpg,6.5,139548,6.575965676,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1055369,Transformers: Revenge of the Fallen,2009,149,/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg,6,430929,6.054833099,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt1057500,Invictus,2009,134,/cNUoXM8dtg5mRt90GLrAHBP9IGE.jpg,7.3,168488,7.261237906,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1058017,The Invention of Lying,2009,100,/clP8tDZeM9jgnqmu4VBClBDpLtS.jpg,6.4,150098,6.485666313,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1059786,Eagle Eye,2008,118,/9KCOv0hL37IN3tWG3j86eZg3xDH.jpg,6.6,195804,6.645289035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tt1060277,Cloverfield,2008,85,/qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg,7,423318,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
tt10618286,Mank,2020,131,/4yzTcAtvzyZLLto4z04xobUK9el.jpg,6.8,83281,6.846176153,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt10620868,#Alive,2020,98,/zqf711LsnQ5CcW3rISFw2t7OYzb.jpg,6.3,48547,6.537943084,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt10633456,Minari,2020,115,/6mPNdmjdbVKPITv3LLCmQoKs9Zw.jpg,7.4,98635,7.319116755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1063669,The Wave,2008,107,/vtJ4u0fpTZhibxAJHzXtcdCxhsL.jpg,7.6,115726,7.493409889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt10648342,Thor: Love and Thunder,2022,118,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,6.2,407325,6.246261493,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1064932,Welcome to the Sticks,2008,106,/cnUkc60SkI1PCY1SyfLFpZc0T7C.jpg,7.1,45223,7.064399128,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt10665338,Halloween Kills,2021,105,/4CclCDyQXBBgz62Qtp3CoflQE5g.jpg,5.5,99197,5.80193966,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt10665342,Halloween Ends,2022,111,/4TWCHSziUs6vhpUYVAjcIUXSWwv.jpg,5,72542,5.512599701,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
tt1067106,A Christmas Carol,2009,96,/t41VHjYItCYHBh2hijsTID44cNv.jpg,6.8,130174,6.832221893,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1067583,Water for Elephants,2011,120,/yJ8kiGDA2FDdiy8hhlM1su10OCH.jpg,6.9,120757,6.917151835,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1067774,Monte Carlo,2011,109,/dcbqyycrWA56HXq5lm41HYuED8Y.jpg,5.8,49027,6.205257541,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1068242,Footloose,2011,113,/68eo5PVf2o18BQivw3U7IJia6kV.jpg,5.8,53146,6.183896809,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt1068680,Yes Man,2008,104,/16zVbgFLTUaUTG1wQHuGjfWNuDM.jpg,6.8,385320,6.812185611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt10696896,Stillwater,2021,139,/cPdmPwcIcmu0ugfKcdFtI3vmOJq.jpg,6.6,58967,6.719094406,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tt1070874,The Trial of the Chicago 7,2020,129,/ahf5cVdooMAlDRiJOZQNuLqa1Is.jpg,7.7,194775,7.620373109,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tt1071875,Ghost Rider: Spirit of Vengeance,2011,96,/3nTr3jGCFs3wBjifokRHp3xJgP5.jpg,4.3,126908,4.744347895,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1072748,Winchester,2018,99,/tHDtskokZeO9B3JBdR1dSH0uqad.jpg,5.4,37012,6.045036445,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
tt1073105,The Descent: Part 2,2009,94,/dOURlcw2MO0xys0Dl2NiAcUxlWA.jpg,5.7,52039,6.121864251,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt10731256,Don't Worry Darling,2022,123,/jOqxKIOC92BVyinYO1Fm73XY7Tc.jpg,6.3,151227,6.399303739,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
tt1073241,Nothing But the Truth,2008,108,/ueJXKG3PFoDPEhcKtIjP52fCRQ5.jpg,7.1,40012,7.061545561,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tt1073498,Meet the Spartans,2008,87,/DWQOjAPvM8Kk1Qp3Xq0zae0Z6w.jpg,2.8,111892,3.567028022,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1075417,Race to Witch Mountain,2009,98,/zoKcwyQk8VyWeMsaf8mgHzzWERZ.jpg,5.7,63322,6.06797174,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
tt1075747,Jonah Hex,2010,81,/1MpWjcCn8M0763QDoxcN0gXrc5q.jpg,4.7,62071,5.360380609,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
tt1077368,Dark Shadows,2012,113,/eteQ3gyMpA0oiWcYX4XoXGry0cB.jpg,6.2,281740,6.2652018,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1078588,My Sister's Keeper,2009,109,/atRGqnG7pe0hZP97RWDLrT2hRGZ.jpg,7.3,98778,7.239407649,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1078912,Night at the Museum: Battle of the Smithsonian,2009,105,/l9yAQn6TyrA3gv5xZZkiMMoZsiw.jpg,6,214336,6.104455661,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1078940,Couples Retreat,2009,113,/igXVSRZsNX3TZsKrQqSyEJvzHRF.jpg,5.5,115485,5.766932413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1080016,Ice Age: Dawn of the Dinosaurs,2009,94,/cXOLaxcNjNAYmEx1trZxOTKhK3Q.jpg,6.9,266588,6.908573741,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1082807,The Belko Experiment,2016,89,/faJK0dP3S92kQoKtO4LZMjy41kf.jpg,6.2,59232,6.437439453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tt1082868,Quarantine,2008,89,/rGfOD8IC1x4PqmnqRuA8KyCckia.jpg,6,78012,6.242690172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
tt1082886,The Wackness,2008,99,/u6CTOWpM2Se4rpuLfmlZUlBfs8N.jpg,6.9,31312,6.944395511,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1083452,Eddie the Eagle,2015,106,/80fwjYfHmeDXobIErpNvCFCOAYd.jpg,7.3,100991,7.240471938,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1083456,Fired Up!,2009,90,/1Nty5K8ybeigm6qm9cMFFAD4KpF.jpg,6.1,46257,6.415758452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt10838180,The Matrix Resurrections,2021,148,/8c4a8kE7PizaGQQnditMmI1xbRp.jpg,5.7,282926,5.805544839,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt10855768,Missing,2023,111,/jYXJW19PMEUrpyavEHrnnlItQn1.jpg,7.1,60684,7.070823024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tt1086772,Blended,2014,117,/o2YrH9jS7CAfWjETHFeL0tth79E.jpg,6.5,146219,6.573005916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt10872600,Spider-Man: No Way Home,2021,148,/uJYYizSuA9Y3DCs0qS4qWvHfZg4.jpg,8.2,892569,8.167304911,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1091191,Lone Survivor,2013,121,/zaBIrloyhGK7iNTZMb3f9SARsl8.jpg,7.5,308724,7.462543899,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
tt10919380,Freaky,2020,102,/8xC6QSyxrpm0D5A6iyHNemEWBVe.jpg,6.3,73561,6.477555017,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
tt1092026,Paul,2011,104,/ijTJf6evpPF0DgGMgiUFxbDgnJh.jpg,6.9,267412,6.908549581,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt1093357,The Darkest Hour,2011,89,/5Ao4qAFbjP7fcFOOdMNvQEnl0Yr.jpg,4.9,64144,5.488934757,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
tt1093370,Jab We Met,2007,138,/reEzvhfp85DTapHSPRzBULCXUuz.jpg,7.9,59431,7.633510204,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1093908,Confessions of a Shopaholic,2009,104,/6DH1iP06fcpjD7tppsTwcAyZfDR.jpg,5.8,83540,6.076395799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt10944760,Titane,2021,108,/pbDVekok28QYYitnfARUWJ57D3I.jpg,6.5,57591,6.65134821,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
tt1095174,New in Town,2009,97,/zKQTQ2mmihtk8vwhE3pdfbOwljC.jpg,5.7,25046,6.34940255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1095217,Bad Lieutenant: Port of Call New Orleans,2009,122,/zRULXsd0rb1lVfnSyQkYPi2nLcB.jpg,6.6,81346,6.694032686,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt10954600,Ant-Man and the Wasp: Quantumania,2023,124,/ngl2FKBlU4fhbdsrtdom9LVLBXw.jpg,6.1,232882,6.187249207,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt10954652,Old,2021,108,/vclShucpUmPhdAOmKgf3B3Z4POD.jpg,5.8,163880,5.958831004,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
tt10954984,Nope,2022,130,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,6.8,274996,6.816666889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
tt1098327,Dragonball Evolution,2009,85,/23PcKOqNdhKeMFzORzQGn5eC44N.jpg,2.5,79754,3.57394467,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
tt10986222,C'mon C'mon,2021,109,/hROb7nFIM3cnk28J0jk4rFBXGQ9.jpg,7.4,39354,7.244609504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1099212,Twilight,2008,122,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,5.3,490586,5.382430477,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1100089,Foxcatcher,2014,134,/w6Sl079QtUcQ9dVQ2RP6aN9NBXx.jpg,7,149962,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tt1103153,Killers,2010,100,/9VB8vGV4Aznf6GUc9C7a1EzGHLz.jpg,5.4,96485,5.729258756,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt11032374,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,117,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,8.2,75159,7.900476243,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1103275,Two Lovers,2008,110,/8uaXKQmOJPUJSCSO6GkjXrJKp2w.jpg,7,43805,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1104001,Tron: Legacy,2010,125,/vuifSABRpSnxCAOxEnWpNbZSXpp.jpg,6.8,357693,6.813065303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt11083552,Wrath of Man,2021,119,/M7SUK85sKjaStg4TKhlAVyGlz3.jpg,7.1,211397,7.08942457,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1109624,Paddington,2014,95,/wpchRGhRhvhtU083PfX2yixXtiw.jpg,7.3,135306,7.253214477,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1111422,The Taking of Pelham 123,2009,106,/baRXNiLDOpz3rH3VyjhayhgkWll.jpg,6.4,209040,6.464091608,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt11138512,The Northman,2022,137,/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,7,258210,7,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt11145118,Creed III,2023,116,/cvsXj3I9Q2iyyIo95AecSd1tad7.jpg,6.7,94817,6.762595458,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1114677,Hannah Montana: The Movie,2009,102,/8pwbnmvshHj2yYPYlyJ8K8Yzecy.jpg,4.7,46050,5.509289233,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt1114740,Paul Blart: Mall Cop,2009,91,/A4zZv0Q1VKURFZFEl2vwjaE2q0g.jpg,5.3,118142,5.596907966,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1116184,Jackass 3D,2010,94,/rqK0MkfpWT2DpFjNzkvjHf0vxZ4.jpg,7,68985,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1119646,The Hangover,2009,100,/uluhlXubGu1VxU63X9VHCLWDAYP.jpg,7.7,853434,7.680078185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1120985,Blue Valentine,2010,112,/vqQPrOc0XCloZhuOeR66wjsnyUo.jpg,7.3,212621,7.268437133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1121096,Seventh Son,2014,102,/7Q8DfXSjcFSSQDOxz1Sk865wNqI.jpg,5.5,80909,5.854077557,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt11214590,House of Gucci,2021,158,/oJCQjD2byiVF1EG408F9dBn9ndU.jpg,6.6,161377,6.653654689,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1121931,Crank: High Voltage,2009,96,/tzTC4EEvF0OPL63frEiogxL2T8M.jpg,6.1,160020,6.221608475,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1124035,The Ides of March,2011,101,/3mXoXzS5CBWekFhujZcBCJfzSgd.jpg,7.1,231741,7.09026256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1124037,Free State of Jones,2016,139,/pKhJLNHu5Aw8BgxOJ90lCmg0j0f.jpg,6.9,62918,6.928435588,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
tt11245972,Scream,2022,114,/nD4M4Bx457ryLuKYpxFwQ2IBJ5w.jpg,6.3,161363,6.39390276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
tt11252248,Dog,2022,101,/zHQy4h36WwuCetKS7C3wcT1hkgA.jpg,6.5,47367,6.672730665,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1125849,The Wrestler,2008,109,/6OTR8dSoNGjWohJNo3UhIGd3Tj.jpg,7.9,321155,7.835000217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tt1126590,Big Eyes,2014,106,/203HAjJcLMl7xThcTqZx4zmEGcV.jpg,7,99750,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1126591,Burlesque,2010,119,/3U9zBIibERQZqYKM3N1a4MYgBsN.jpg,6.4,93837,6.526223314,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
