tconst;category;primaryName;primaryTitle;startYear;poster_path;averageRating;numVotes;W_Note;count
tt0040724;producer;Howard Hawks;Red River;1948;/jyNTsAzrIWB441OtvfbgKtx1kFS.jpg;7.8;34738;7.46520472730925;5.0
tt0040897;actor;Humphrey Bogart;The Treasure of the Sierra Madre;1948;/pWcst7zVbi8Z8W6GFrdNE7HHRxL.jpg;8.2;133173;8.010334254265898;7.0
tt0040897;director;John Huston;The Treasure of the Sierra Madre;1948;/pWcst7zVbi8Z8W6GFrdNE7HHRxL.jpg;8.2;133173;8.010334254265898;8.0
tt0042041;actor;Edmond O'Brien;White Heat;1949;/nWYCKGwByyyCUBe0jsJp7r7k0GI.jpg;8.1;36087;7.649822384468054;3.0
tt0042041;actor;Fred Clark;White Heat;1949;/nWYCKGwByyyCUBe0jsJp7r7k0GI.jpg;8.1;36087;7.649822384468054;3.0
tt0042192;actress;Marilyn Monroe;All About Eve;1950;/6numIZH6uR3NlJgY9m7nGH0jhs.jpg;8.2;139730;8.017883809870698;3.0
tt0042192;producer;Darryl F. Zanuck;All About Eve;1950;/6numIZH6uR3NlJgY9m7nGH0jhs.jpg;8.2;139730;8.017883809870698;3.0
tt0043014;actor;William Holden;Sunset Boulevard;1950;/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg;8.4;238285;8.267064207987541;6.0
tt0043014;actor;Fred Clark;Sunset Boulevard;1950;/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg;8.4;238285;8.267064207987541;3.0
tt0043014;director;Billy Wilder;Sunset Boulevard;1950;/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg;8.4;238285;8.267064207987541;14.0
tt0043014;producer;Charles Brackett;Sunset Boulevard;1950;/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg;8.4;238285;8.267064207987541;3.0
tt0043265;actor;Humphrey Bogart;The African Queen;1951;/2Ypg0KhQfFYWILelvHGtSHHR0dk.jpg;7.7;84888;7.5407469423412925;7.0
tt0043265;actress;Katharine Hepburn;The African Queen;1951;/2Ypg0KhQfFYWILelvHGtSHHR0dk.jpg;7.7;84888;7.5407469423412925;3.0
tt0043265;actor;Walter Gotell;The African Queen;1951;/2Ypg0KhQfFYWILelvHGtSHHR0dk.jpg;7.7;84888;7.5407469423412925;3.0
tt0043265;director;John Huston;The African Queen;1951;/2Ypg0KhQfFYWILelvHGtSHHR0dk.jpg;7.7;84888;7.5407469423412925;8.0
tt0043278;actor;Gene Kelly;An American in Paris;1951;/lyDXkvG53ldz6Cf7dbjJl7TaoP5.jpg;7.1;37133;7.05976373263805;3.0
tt0043278;producer;Arthur Freed;An American in Paris;1951;/lyDXkvG53ldz6Cf7dbjJl7TaoP5.jpg;7.1;37133;7.05976373263805;3.0
tt0043338;actor;Kirk Douglas;Ace in the Hole;1951;/gPVPzHEsJBX02HtBtIQgYnfeqNQ.jpg;8.1;39491;7.673583910933308;3.0
tt0043338;director;Billy Wilder;Ace in the Hole;1951;/gPVPzHEsJBX02HtBtIQgYnfeqNQ.jpg;8.1;39491;7.673583910933308;14.0
tt0043338;producer;Billy Wilder;Ace in the Hole;1951;/gPVPzHEsJBX02HtBtIQgYnfeqNQ.jpg;8.1;39491;7.673583910933308;14.0
tt0043924;actor;Montgomery Clift;A Place in the Sun;1951;/3tKYbChwIRYCwFrMUDBkbZyDIoN.jpg;7.7;25007;7.350048993140961;3.0
tt0043924;actress;Elizabeth Taylor;A Place in the Sun;1951;/3tKYbChwIRYCwFrMUDBkbZyDIoN.jpg;7.7;25007;7.350048993140961;3.0
tt0043924;actress;Shelley Winters;A Place in the Sun;1951;/3tKYbChwIRYCwFrMUDBkbZyDIoN.jpg;7.7;25007;7.350048993140961;3.0
tt0043924;actor;Fred Clark;A Place in the Sun;1951;/3tKYbChwIRYCwFrMUDBkbZyDIoN.jpg;7.7;25007;7.350048993140961;3.0
tt0043924;director;George Stevens;A Place in the Sun;1951;/3tKYbChwIRYCwFrMUDBkbZyDIoN.jpg;7.7;25007;7.350048993140961;4.0
tt0043924;producer;George Stevens;A Place in the Sun;1951;/3tKYbChwIRYCwFrMUDBkbZyDIoN.jpg;7.7;25007;7.350048993140961;4.0
tt0044079;actor;Leo G. Carroll;Strangers on a Train;1951;/ihC083U7ef56Ui4x0P0dobojrZ1.jpg;7.9;141873;7.765166923348894;3.0
tt0044079;director;Alfred Hitchcock;Strangers on a Train;1951;/ihC083U7ef56Ui4x0P0dobojrZ1.jpg;7.9;141873;7.765166923348894;17.0
tt0044081;actor;Marlon Brando;A Streetcar Named Desire;1951;/aicdlO5vt7z2ARm279eGzJeYCLQ.jpg;7.9;114930;7.739205316944187;6.0
tt0044081;producer;Charles K. Feldman;A Streetcar Named Desire;1951;/aicdlO5vt7z2ARm279eGzJeYCLQ.jpg;7.9;114930;7.739205316944187;3.0
tt0045061;actor;John Wayne;The Quiet Man;1952;/u3B1hVKHE56yBRoxF3Nk9uxHdYN.jpg;7.7;42719;7.441579172758015;4.0
tt0045061;actor;Ward Bond;The Quiet Man;1952;/u3B1hVKHE56yBRoxF3Nk9uxHdYN.jpg;7.7;42719;7.441579172758015;3.0
tt0045061;director;John Ford;The Quiet Man;1952;/u3B1hVKHE56yBRoxF3Nk9uxHdYN.jpg;7.7;42719;7.441579172758015;4.0
tt0045152;actor;Gene Kelly;Singin' in the Rain;1952;/zjrpWniKbzu0zFR5sUI1Ptdfl9y.jpg;8.3;262768;8.18706179978316;3.0
tt0045152;actress;Rita Moreno;Singin' in the Rain;1952;/zjrpWniKbzu0zFR5sUI1Ptdfl9y.jpg;8.3;262768;8.18706179978316;4.0
tt0045152;director;Stanley Donen;Singin' in the Rain;1952;/zjrpWniKbzu0zFR5sUI1Ptdfl9y.jpg;8.3;262768;8.18706179978316;3.0
tt0045152;director;Gene Kelly;Singin' in the Rain;1952;/zjrpWniKbzu0zFR5sUI1Ptdfl9y.jpg;8.3;262768;8.18706179978316;3.0
tt0045152;producer;Arthur Freed;Singin' in the Rain;1952;/zjrpWniKbzu0zFR5sUI1Ptdfl9y.jpg;8.3;262768;8.18706179978316;3.0
tt0045793;actor;Montgomery Clift;From Here to Eternity;1953;/mJFzGDs8OMyXotbunp800D9SID0.jpg;7.6;51205;7.403162522144216;3.0
tt0045793;actress;Deborah Kerr;From Here to Eternity;1953;/mJFzGDs8OMyXotbunp800D9SID0.jpg;7.6;51205;7.403162522144216;4.0
tt0045793;actor;Ernest Borgnine;From Here to Eternity;1953;/mJFzGDs8OMyXotbunp800D9SID0.jpg;7.6;51205;7.403162522144216;5.0
tt0045793;actor;Jack Warden;From Here to Eternity;1953;/mJFzGDs8OMyXotbunp800D9SID0.jpg;7.6;51205;7.403162522144216;6.0
tt0045793;director;Fred Zinnemann;From Here to Eternity;1953;/mJFzGDs8OMyXotbunp800D9SID0.jpg;7.6;51205;7.403162522144216;3.0
tt0046250;actor;Gregory Peck;Roman Holiday;1953;/8lI9dmz1RH20FAqltkGelY1v4BE.jpg;8.0;148658;7.856038881019014;7.0
tt0046250;actress;Audrey Hepburn;Roman Holiday;1953;/8lI9dmz1RH20FAqltkGelY1v4BE.jpg;8.0;148658;7.856038881019014;6.0
tt0046250;director;William Wyler;Roman Holiday;1953;/8lI9dmz1RH20FAqltkGelY1v4BE.jpg;8.0;148658;7.856038881019014;3.0
tt0046250;producer;William Wyler;Roman Holiday;1953;/8lI9dmz1RH20FAqltkGelY1v4BE.jpg;8.0;148658;7.856038881019014;3.0
tt0046303;actress;Jean Arthur;Shane;1953;/svr5ADpjXTCOQv8hmuJnB7I14Qv.jpg;7.6;44513;7.384213024901816;3.0
tt0046303;actor;Jack Palance;Shane;1953;/svr5ADpjXTCOQv8hmuJnB7I14Qv.jpg;7.6;44513;7.384213024901816;6.0
tt0046303;actor;Ben Johnson;Shane;1953;/svr5ADpjXTCOQv8hmuJnB7I14Qv.jpg;7.6;44513;7.384213024901816;7.0
tt0046303;actor;Elisha Cook Jr.;Shane;1953;/svr5ADpjXTCOQv8hmuJnB7I14Qv.jpg;7.6;44513;7.384213024901816;3.0
tt0046303;director;George Stevens;Shane;1953;/svr5ADpjXTCOQv8hmuJnB7I14Qv.jpg;7.6;44513;7.384213024901816;4.0
tt0046303;producer;George Stevens;Shane;1953;/svr5ADpjXTCOQv8hmuJnB7I14Qv.jpg;7.6;44513;7.384213024901816;4.0
tt0046672;actor;Kirk Douglas;20,000 Leagues Under the Sea;1954;/heAEH85fdxEgV98LizHbQCL95iZ.jpg;7.2;37549;7.120062670866041;3.0
